id,name
212,George Duke
213,Jesse Malin
214,Little Angels
215,Pardesi
216,Polkaholix
217,Year Long Disaster
218,Eddie Money
219,Kellee Patterson
220,Stimulator
221,Harry Gregson-williams
222,Sao Paris
223,Nick Colionne
224,Pat Metheny
225,Tony Malone And The Rapparees
226,Eddie Calvert
227,Hot Wire
228,30 Seconds To Mars
229,Hevia
230,Icadon
231,The In Crowd
232,Spiral Stairs
233,Aisha Duo
234,Truckfighters
235,Bobby “blue” Bland
236,Boots Randolph
237,Jude Taylor
238,Earl Hooker
239,Foals
240,Roy Bailey
241,We Five
242,Otis Redding
243,Lawanda Page
244,Patrick Lamb
245,Patsy Cline
246,Dj Vix
247,Kristine W.
248,The Louisiana Honeydrippers
249,Elvis Costello And The Attractions
250,Eko Fresh Feat. Capkekz
251,Circular
252,Tommy Overstreet
253,Rhinostar
254,Ministry Of Sound
255,Olivier Messiaen
256,Angela Stewart
257,Les Rythmes Digitales Feat. Nik Kershaw
258,Divinyls
259,Jean-jacques Goldman
260,Carl Doy With Nzso
261,Ace Frehley
262,John Brown
263,The Promised Band
264,The Chico Hamilton Quintet
265,Eden's Bridge
266,Socialburn
267,Love Affair
268,Staatskapelle Dresden
269,Staple Singers
270,Taal
271,Doc
272,Rob Mullins
273,Audio.3
274,André Minvielle
275,Minnie Riperton
276,Maximilian Hecker
277,Year Of Desolation
278,Los Van Van
279,Danny Wright
280,Omni
281,William Orbit
282,Steinski
283,The D.e.y.
284,Jimmy Reed
285,Portobello
286,Riviera Regime
287,Cecilia Bartoli
288,Professor Longhair
289,Mariano Yanani
290,White Heart
291,Tiny Tim
292,Anti-flag
293,Pierre Perret
294,Az
295,Black Messiah
296,Boyz Ii Men
297,Fergie
298,Abrar - Ul - Haq
299,Carlos Nuñez
300,Helmet
301,The Skabs
302,Charlie Louvin
303,Dj Vice
304,Oesch's Die Dritten
305,Larry Young
306,Set Your Goals
307,Alacranes Musical
308,Grandmaster Melle Mel
309,Joe Bonamassa
310,The White Stripes
311,Kol Simcha
312,Blind Alfred Reed
313,Gg Allin
314,Johnny Cash
315,Ruben Cossani
316,Hank Penny
317,Jazz Crusaders
318,Bryan White
319,Agnes
320,Photo Atlas
321,Toni Braxton Featuring Babyface
322,A Static Lullaby
323,Elmer Bernstein
324,Taking Dawn
325,Ensiferum
326,Rainie Yang
327,(don’t Fear) The Reaper
328,Luar Na Lubre
329,Bangalafumenga
330,Photek
331,Airto Moreira
332,Hecklah
333,Ryandan
334,Chico Hamilton Quintet
335,Charles Williams And His Orchestra
336,Bobby Marchan
337,Ultimate Tracks
338,Quinteto Violado
339,Primal Scream
340,Ayo
341,Sylvester Weaver
342,Pee Wee Crayton
343,Olive
344,Ronnie Milsap
345,Murderdolls
346,Mustat Lasit
347,Irene Cara
348,The American Boychoir
349,Terry Snyder
350,Noisettes
351,Baby Huey
352,Smart Alex
353,Garfield
354,Panzer Ag
355,Korpiklaani
356,Patricia Kaas
357,Josh Groban
358,Hem
359,Finest Dearest
360,3oh!3
361,Wailing Souls
362,Claire Hamill
363,Tanto Metro
364,Elvis Presley
365,Status
366,Alexis Hk
367,Bobby Hutcherson
368,Devonte
369,Baby Grand
370,Juan Farcik
371,Uphill Battle
372,Quincy Jones
373,Badly Drawn Boy
374,Catriona Mckay
375,Northern State
376,Jean Segurel
377,The Baltimore Consort
378,Willie Nelson
379,Lost Boyz
380,Henry Lewis
381,Hi-fi Companions
382,Nerf Herder
383,Johnny Bristol
384,Modeselektor
385,The Mad Capsule Markets
386,Sean Quinn
387,Click
388,Hüsker Dü
389,Buzzcocks
390,Catupecu Machu
391,Jerry Lee Lewis
392,Badfinger
393,Shelby Lynne
394,Carlos Baute
395,Lionel Rogg
396,Junie
397,Anna Abreu
398,W.a.s.p.
399,Moros Eros
400,The Doors
401,Lara
402,Diego Verdaguer
403,Belle And Sebastian
404,Eyes Cream
405,Messy Marv
406,Roommate
407,X-ecutioners
408,The Tarriers
409,pinuccia Perotti
410,Finntroll
411,Reginaldo Bessa
412,Britney Spears
413,Dixie Chicks
414,Orchestre De Jacques-henri Rys
415,Manu Chao
416,The Jimi Hendrix Experience
417,Del Horno
418,Sound 5
419,Cactus
420,The Florida Boys
421,Anita Kerr
422,Marc Lavoine
423,Maurane
424,Darwin Hobbs
425,Donna Summer
426,Tyrone Taylor
427,Los Tres Diamantes
428,Sky
429,Turisas
430,Acorps De Rue
431,Ray Pillow
432,Billy Walker
433,The Carter Family
434,Los Brujos
435,The Christ Church Choir
436,riccardo Muti
437,Spongebob Squarepants
438,D'molls
439,Jerry Cormier
440,Cadet
441,Nolwenn Leroy
442,Lexi
443,Major Lance
444,Jape Squad
445,Ndala Kasheba
446,Larry Graham
447,Jeff Massanari Trio
448,Scott Kirkland
449,Márcio Faraco
450,Marc Dorsey
451,Bravehearts
452,Dj Kali
453,Edgar De L'est
454,Manic Street Preachers
455,Bola Sete
456,Crazy Girl
457,Der Moderne Man
458,Edmond Leung
459,Naughty By Nature Featuring Phiness
460,Mix Mob
461,Dr. Elmo
462,A Tribe Called Quest
463,Sergio Franchi
464,Jim Kweskin
465,Richard Burton
466,Back Door Slam
467,Baker
468,Daniel Oren
469,Drag-on
470,Johann Köhnich
471,X-raided
472,Magic Systeme
473,Peaches
474,James Last
475,Solomon
476,Diamanda Galas
477,Astrud Gilberto
478,Stephanie Mills
479,All Stars
480,A Tundra
481,Ivan Parker
482,Desmond Dekker
483,Marcus Miller
484,Queen
485,Earth  Wind And Fire
486,Dharma Bums
487,Uman
488,Nilsson
489,Ill Niño
490,Kuldeep Paras
491,All Girl Summer Fun Band
492,Tanika Turner
493,Diana Ross
494,Eyes Set To Kill
495,The James Taylor Quartet
496,His Burning Flames
497,Ac
498,Death From Above 1979
499,Captain Beefheart
500,Alan Silvestri
501,Jackie Davis
502,dweezil Zappa
503,Chatelaine
504,Mobb Deep
505,Doug Mckenzie
506,O'2l
507,Maria Callas
508,Capleton
509,Dan Moretti
510,sherrill Milnes
511,Orbital
512,Thriller U
513,Byzantine
514,Tim Buckley
515,Apache Indian
516,Beretta
517,Kamelo Punto Semos
518,Kokane
519,Jaime Jamgochian
520,Erik Hassle
521,Floyd Lloyd
522,Toby Love Featuring Julio Voltio
523,The Bronx Horns
524,George Hamilton Iv
525,Singing Melody
526,Dallas Holm
527,Sizzla
528,Dimmu Borgir
529,James Taylor
530,Far Too Jones
531,ambrosian Opera Chorus
532,Cabin Crew
533,Estopa
534,Roy Buchanan
535,Al De Lory
536,Rustless
537,Pep Laguarda
538,Amilcar
539,Jordan
540,Oliversam
541,Beyonce
542,John Mellencamp
543,Limbonic Art
544,berliner Philharmoniker
545,The Primitives
546,Danilo Perez
547,Boney James And Rick Braun
548,Jack Miles
549,Usher
550,Sierra Maestra
551,Neon Blonde
552,Billie Jo Spears
553,M.i.k.e.
554,Artie Fishel
555,New Grass Revival
556,Jackson United
557,Pheeroan Aklaff
558,Merle Watson
559,Echo And The Bunnymen
560,Megadrums
561,Mystery
562,Lightforce
563,Orion
564,Thin Lizzy
565,Ben Jelen
566,Natasha Bedingfield
567,George Mccrae
568,Maria Bamford
569,Earth
570,Herbstrock
571,Headhunter
572,Xzibit Featuring Jayo Felony And Method Man
573,Kurtis Blow
574,Unison
575,Kurupt
576,May-be
577,La Divina Pastora
578,Gil Semedo
579,Wilco
580,Ztrip
581,Solid Gospel
582,Cachao
583,The Velvet Underground
584,War Babies
585,Anat Ben David
586,Lou Reed
587,Greg Vaccariello
588,Grandmaster Flash
589,Byther Smith
590,Shakira
591,Linkin Park
592,K.t. Oslin
593,Elvenking
594,His Lost Planet Airmen
595,Lupe Fiasco Feat. Matthew Santos
596,Ce Ce Rogers
597,Caniche Hara-kiri
598,Ragheb Alama
599,Sergio Mendes
600,Bo Diddley
601,Adalberto Santiago
602,Sirka Ragnar
603,Wanda Jackson
604,From Autumn To Ashes
605,Yami Bolo
606,B.o.b
607,Papoose
608,Tommy James
609,Click_ M_ferri
610,Suede
611,Dave Eggar
612,Leroy Hutson
613,Soda Stereo
614,Richie Ray
615,Kenny Price
616,Bert Kaempfert And His Orchestra
617,The Fray
618,coro Del Teatro Alla Scala_ Milano
619,Karan Casey
620,Punk'd Royal
621,Three 6 Mafia
622,Cassidy
623,Autonomous Bass Heads
624,Unearth
625,Freddie Roulette
626,Boogie Down Productions
627,Booker T.
628,African Rhythm Messengers
629,Danger Danger
630,Chris Wood
631,Bill Laswell
632,My Chemical Romance
633,Willie Bobo
634,Jenney
635,Hollywood Bowl Orchestra
636,Toots
637,Mr. Grillo
638,Philippe Sarde
639,Pmd
640,Roberto Roena
641,Jay Pérez
642,Kymani Marley
643,Esa Pakarinen
644,Kelly Sweet
645,Who
646,Carolina
647,Shawn Colvin
648,Julio Iglesias Jr
649,Kiss
650,Chico
651,Hacken Lee
652,Zapp
653,James Horner
654,Chic
655,The Cate Brothers
656,Little Willie John
657,Billy Butler
658,Willy Deville
659,Beatles
660,The Stolen Minks
661,Cauterize
662,The Exies
663,Fir
664,Luis Alberto Spinetta
665,Ricardo Arjona
666,Washboard Sam
667,Little Capes
668,Michael Whalen
669,Tony Dumas
670,Daniel Kobialka
671,Ann Peebles
672,All Shall Persih
673,Massive Attack
674,Sinead O'connor
675,Bill Engvall
676,Michele Rabbia
677,Salieri
678,The London Theatre Orchestra
679,Newfound Road
680,Frankie Randall
681,Coldplay
682,Fenton Robinson
683,Cmw - Compton's Most Wanted
684,Bronski Beat
685,Leaders Of The New School
686,Mavado
687,Paso Doble
688,Yndio
689,Marc Et Claude
690,Kira
691,Bruce Springsteen
692,Black Sabbath
693,Tupac - As Makaveli
694,Denise Ho
695,Steppenwolf
696,Flamingos
697,The Fire Theft
698,Jesus Otero - Luny Tunes
699,Les Nubians
700,Wiener Sängerknaben
701,Al Rapone
702,Trentemoller
703,Pet Shop Boys
704,Tim Wilson
705,Brian Auger's Oblivion Express
706,Cradle Of Filth
707,Capital Tax
708,Antony And The Johnsons
709,Sebastian
710,Cool Cavemen
711,Jean Corti
712,Lincoln Center Jazz Orchestra
713,Mikey General
714,Elephant Man
715,Juelz Santana
716,The Pharcyde
717,Donnie Brooks
718,Mart'nália
719,Los Barón De Apodaca
720,Rude Boys
721,Scarface
722,Turibio Santos
723,Rodney P
724,Festival
725,Neil Diamond
726,Les Paul And Mary Ford
727,Arco Iris
728,Walter Ego
729,Michèle Arnaud
730,The Ocean
731,Hassan Annouri Feat. Cassandra Steen
732,B.b.king
733,Tinariwen
734,Johnny Copeland
735,Lesley Gore
736,Kool Savas
737,Nicole C. Mullen
738,The Jets
739,Tina Ann
740,Plies
741,Smog
742,Nestor Torres
743,Hard Romantic
744,The Spice Girls
745,Jedi Mind Tricks
746,Franz Ferdinand
747,Kurt Tepperwein
748,The Trammps
749,R.e.m.
750,Kasia Stankiewicz
751,The Fureys
752,Ll Cool J
753,Månegarm
754,Los Salvajes
755,Wilks
756,The Revolutionary Ensemble
757,Pete Miser
758,Nikos Kalaintzis
759,Aiden
760,Andy Russell
761,james Morris
762,Brazilian Tropical Orchestra
763,David Benoit
764,Ray Conniff
765,Onesidezero
766,The Kingsmen
767,Africando
768,Suicide
769,La Billo
770,Ultraviolence
771,Moon Mullican
772,Eddie
773,Fred Merpol
774,Endres
775,silvio Maionica
776,Behemoth
777,5 Blind Boys Of Alabama
778,Manolis Famellos
779,Laurie Berkner
780,Indica
781,Lili Ivanova
782,Telecast
783,Mannheim Steamroller
784,Metallica
785,No Address
786,Leonard Kwan
787,Vanessa Bell Armstrong
788,Dario Marianelli
789,The Katinas
790,Andres Calamaro
791,Jr
792,Jane Winther
793,Mississippi Fred Mcdowell
794,Walter Hawkins
795,Julie Zenatti
796,Alan Feinberg
797,Mocambo Allstars
798,Marie
799,Albert Lee
800,23rd Turnoff
801,Djalma Correa
802,The Knack
803,Isley Brothers
804,Ray Charles
805,Jimmy Johnson
806,Jim Bryson
807,Bionikworld
808,Mitch Ryder And The Detroit Wheels
809,Embrace The End
810,France D' Amour
811,Claw Hammer
812,Simple Minds
813,Malefaction
814,Gang Of Four
815,Peloton
816,Pedro Aznar
817,Casey Bill Weldon
818,David Meece
819,Gato Perez
820,Mithotyn
821,Astarte
822,Mink Deville
823,Sneaky Sound System
824,Pedro Laza Y Sus Pelayeros
825,Justice V Simian
826,Gorgeous
827,Barbara Lusch
828,Candy Lo
829,Fstz
830,The Business
831,León Gieco
832,Joey Mcintyre
833,Paulo Flores
834,Sham 69
835,Britt Nicole
836,Everything But The Girl
837,Jay Tee
838,Herbert Blomstedt
839,Lightnin' Hopkins
840,Vorstadtkinder
841,Mighty Joe Young
842,Julian Cope
843,Gina V. D'orio
844,Sofi Marinova
845,die Garmischer Alpenjäger
846,Viktor Krauss
847,Cab Calloway
848,Steve Riley
849,The Golden Age Orchestra
850,Louisa Mark
851,Akissa
852,Aftermath
853,Champion Jack Dupree With Ts Mcphee
854,His Del Prado Orchestra
855,Antigone Rising
856,The Villas
857,Ashes To Ashes
858,Gordon Macrae
859,Call To Preserve
860,Damone
861,Jonathan Richman And The Modern Lovers
862,Carol Keogh
863,Big Rich
864,Raphaël
865,Andreas Dorau
866,The Cosmosamatics
867,Larry The Cable Guy
868,Intars Busulis
869,Paul Rodgers
870,Deep Puddle Dynamics
871,Hadag Nahash
872,Coven
873,Intex Systems
874,Frankee
875,Diamond D
876,Lunasicc
877,The Irish Rovers
878,Foghat
879,Dj Ostkurve
880,Heavy D
881,Ha-ash
882,Ray Vega
883,The Twinkle Brothers
884,Falling Into Place
885,The Shirelles
886,Catherine Howe
887,Joshua Rifkin
888,Kenny Wayne Shepherd
889,Pj Harvey
890,Mike Bloomfield
891,Temptations
892,David Andreu
893,Shakira Featuring Wyclef Jean
894,Army Of The Pharoahs
895,Hunters
896,Chuck Wicks
897,Fernando Ortega
898,Bloomfield
899,Creedence Clearwater Revival
900,Eddie And The Subtitles
901,Snowgoons
902,David Martin
903,Toby Love Feat. Girlz Talk
904,Joe Grushecky
905,Rockit
906,Storyville
907,James Scott Skinner
908,Cyndi Wang
909,Tracy Chapman
910,Dan Shen
911,Josh White
912,Casual
913,Petit Mal
914,Brownie Mcghee
915,Götterdämmerung
916,Luke Bryan
917,Aimable
918,Jacques Ferchit
919,Bedrock
920,Bob Andy
921,Neeme Jarvi
922,Cobra Killer
923,Buddy Miles
924,Incubus
925,Adrienne Pierce
926,Zagar Feat. Underground Divas
927,Mish Mash
928,Yuppie Pricks
929,Don Campbell
930,Kate Clinton
931,Ella Fitzgerald
932,Bonita
933,Bill Allen And The Backbeats
934,Eduardo Dusek
935,The Stems
936,Elizete Cardoso
937,Jimi Hendrix Experience
938,Gregory Isaacs
939,Mott The Hoople
940,Big Daddy Rick
941,Aurélien Merle
942,Marisela
943,Nichols
944,Klimperei
945,Lil Wayne
946,Jones
947,Tha Alkaholiks
948,De La Ghetto
949,Boys Town Gang
950,Lonestar
951,Helen Love
952,David Bowie
953,Big Rich Featuring J. Stalin
954,The Dreamtree Project
955,Cream
956,Roy Orbison
957,Restless Heart
958,J.j. Cale
959,Oasis
960,Dj Phiene
961,Joell Ortiz
962,Tim Hornsby
963,The Mountain Goats
964,The Weegs
965,Brigada Victor Jara
966,Deekline
967,Blondie
968,Café Quijano
969,Brand X
970,The Sensational Alex Harvey Band
971,noberto Mola
972,Dj Icey
973,Dj Spinn And Dj Rashad
974,Joe Houston
975,Sukhbir
976,Proficy
977,Aliotta Haynes Jeremiah
978,Coffinberry
979,Joan Jett And The Blackhearts
980,Billy Pilgrim
981,Marga Gomez
982,Forensics
983,Lari White
984,Kaskaad
985,Mister Ries
986,Joe Derrane
987,Didier François
988,Cornershop
989,Jill Paquette
990,Miguel Migs
991,The High Strung
992,The Maine
993,Toby Love
994,Julio Iglesias Jr.
995,Leo Genovese
996,Eagles Of Death Metal
997,F.i.r.
998,Fun Lovin' Criminals
999,Starless
1000,Rod Piazza
1001,Roy Carrier
1002,Fontaine Sisters
1003,Danny Diablo Feat. Puerto Rican Myke
1004,Tech N9ne
1005,Chris Jagger
1006,Janina
1007,Sub Focus
1008,Faith Hill
1009,The April Fishes
1010,Afi
1011,[kaleidoskop]
1012,Ino
1013,Mr. De'
1014,Bezel
1015,Jefferson Airplane
1016,Taras
1017,Phil Spector
1018,Greis
1019,Vulgar Pigeons
1020,Klaxons
1021,Joy Kitikonti
1022,Rick Snel
1023,El Gran Silencio
1024,Aswad
1025,Sub Swara
1026,Chacho
1027,Richie Mcdonald
1028,The Bluesbreakers
1029,Vox Dei
1030,Los Melódicos
1031,I.n.t.
1032,Tarheel Slim
1033,gianni Raimondi
1034,parvati Khan
1035,Yahir
1036,Fuel
1037,Jadakiss
1038,Beaver Harris
1039,Assassin
1040,A.z.
1041,Freakhouse
1042,Elton John
1043,Franco
1044,Pacha Massive
1045,Beatnuts
1046,Joselito
1047,Steve Porter
1048,Orquesta Romantica De La Habana
1049,Salsoul Orchestra
1050,Vampire Weekend
1051,Stars Like Fleas
1052,John Coltrane
1053,Christophe Beck
1054,Oscar Lima
1055,Sunscreem
1056,Gewandhausorchester Leipzig
1057,Bill Cosby
1058,Stargarden
1059,1. Futurologischer Congress
1060,Orquesta Harlow
1061,The Cutting Edge
1062,Black Sheep
1063,Pitchblack
1064,Will Pan
1065,The Specials
1066,Bob Berg
1067,orchestra Of The Royal Opera House_ Covent Garden
1068,Hatesex
1069,The Kinks
1070,Ximena Sarinana
1071,Maurice Chevalier
1072,Ian Dury And The Blockheads
1073,Wilks Featuring Jah Mason
1074,Glen Campbell And Bobbie Gentry
1075,Patrick Wolf
1076,James Newton Howard
1077,Fort Minor
1078,Jan Bradley
1079,Cockney Rejects
1080,The Embarrassment
1081,Jimmie Davis
1082,Steel Pulse
1083,Jc Lodge
1084,Rhythim Is Rhythim
1085,Billy Paul
1086,Sister Sledge
1087,herbert Blomstedt
1088,Louis Armstrong
1089,Ashford And Simpson
1090,Corona
1091,Spooky Tooth
1092,40 Grit
1093,The B-52's
1094,Bt Feat. Jes
1095,The Aftermath
1096,Pyranja
1097,Ken Yokoyama
1098,Nicky B
1099,Nouvelle
1100,Dwight Twilley
1101,Norbert Blume
1102,Peggy Lee
1103,Kevin Max
1104,L.a.v.i
1105,Phil Ochs
1106,Jacques Henri Rys
1107,A Ghost Devotion
1108,Nicolas Bacchus
1109,Jimmy Riley
1110,Panic! At The Disco
1111,Tullio De Piscopo
1112,Jazzy B
1113,scrooge
1114,Jody Bernal
1115,Little Freddie King
1116,Cindy Morgan
1117,The Distillers
1118,Ray Lynch
1119,:blacks On :blondes
1120,Various Indian Tribes
1121,The Zydeco Twisters
1122,Xose Manuel Budiño
1123,King Arthur
1124,The Notorious B.i.g.
1125,Autumnblaze
1126,Joe Satriani
1127,Orchestra Sinfonica Di Milano Giuseppe Verdi
1128,Toby Emerson
1129,Adam Levine
1130,Tage Danielsson
1131,Joe Lopez
1132,Woody Guthrie
1133,Fudge Tunnel
1134,Agency 1.9.9.4
1135,Weirdos
1136,Brenda Boykin
1137,To My Surprise
1138,Paul Geremia
1139,Pictures Of Then
1140,The Paul Butterfield Blues Band
1141,The Sonics
1142,Enrique Iglesias
1143,Arc Angels
1144,Sharon Burch
1145,Ed Bruce
1146,Shai Hulud
1147,The Radio Dept
1148,Kent
1149,Constance Demby
1150,Fred Chapellier
1151,Walter Wanderley Trio
1152,Voyager Series
1153,Birds Of Prey
1154,Wolfgang
1155,Vana
1156,Digital Mystikz
1157,Mariah Carey Featuring Da Brat
1158,Olivia Ruiz
1159,Nicholas Hooper
1160,Dylan Kuo
1161,The Jason Bonham Band
1162,The Winans
1163,The Hit Factory
1164,Les Bantous De La Capitale
1165,Little Feat
1166,Anders Jormin
1167,Hot Boys
1168,Miriam Yeung
1169,Mahogany Rush
1170,Keep Of Kalessin
1171,Pigbag
1172,Devo
1173,The Nelons
1174,Los Munequitos De Matanzas
1175,Old Soul
1176,Alceu Valença
1177,Barbara Lynn
1178,Jean-yves Thibaudet
1179,Winds Of Plague
1180,Sam Baker
1181,Pat Green
1182,Carly Simon
1183,G Unit Feat. 50 Cent
1184,Delroy Wilson
1185,Dj Rashad
1186,Connie Smith
1187,Donny Hathaway
1188,Norman Howard
1189,Hinge
1190,Elvis Costello
1191,Dan Cummins
1192,Larytta
1193,F-4
1194,Seguridad Social
1195,Sound Field
1196,K.a.l.i.
1197,Paris Musette
1198,Antonio Koudele
1199,Rolling Stones
1200,Steve Wilson
1201,Nora
1202,Flora Purim
1203,Beach Boys
1204,Farlow-kirch Band
1205,Hot Chocolate
1206,Death Cab For Cutie
1207,Perpetual Loop
1208,Jimmy Wayne
1209,Luisito Rosario
1210,The Byrds
1211,Arthur Tracy
1212,Mance Lipscomb
1213,Bob Neuwirth
1214,Ebru Yasar
1215,The Galactic Heroes
1216,The Advantage
1217,Cursed
1218,Frank Ifield
1219,Hot Tuna
1220,Chase
1221,Motograter
1222,Mary Margaret O’hara
1223,Malcolm Mclaren
1224,Zen Lemonade
1225,Takaru
1226,Maroon 5
1227,World Domination Enterprises
1228,Thåström
1229,Brooke Valentine
1230,Screaming Jay Hawkins
1231,Mawatari Matsuko
1232,George Lopez
1233,Deep Forest
1234,D:fuse
1235,Skip James
1236,Till West
1237,Mustafa Sandal
1238,Vince Guaraldi
1239,B.a.d.
1240,Marcel Azzola
1241,Tony Sheridan
1242,John Cale And Lou Reed
1243,Wham!
1244,Shaman
1245,Tel Basta
1246,Kid Sister
1247,George Harrison
1248,Bettye Swann
1249,Atma
1250,concert Arts Symphonic Band
1251,The Scare
1252,Soul Ballet
1253,Ruby Isle
1254,Beatnuts Featuring Tony Touch
1255,Otis Spann
1256,Mgmt
1257,The Ting Tings
1258,matteo Manuguerra
1259,Cadet Rivers
1260,Z.z. Hill
1261,Bob Carlisle
1262,Edouard Duleu
1263,Cerati-melero
1264,Wet Wet Wet
1265,Gil Scott-heron
1266,Chaotica
1267,Dj X-change Featuring Joey A
1268,Reptil
1269,Foreigner
1270,Dinosaur Jr
1271,Lucas
1272,Dynamix
1273,L.a. Dream Team
1274,Ennio Morricone
1275,Juan Carlos Baglietto
1276,Tex Williams
1277,Busdriver Featuring Abstract Rude
1278,Be Bop Deluxe
1279,Phil Wiggins
1280,Luciana Souza
1281,Havok
1282,Monique Marvez
1283,Charlie & The Tunas
1284,Maceo And The Macks
1285,The Rascals
1286,Clem Cattini
1287,Five Satins
1288,Vince Guaraldi Trio
1289,Trick Trick
1290,Arthur Fiedler
1291,D’angelo
1292,Goldfinger
1293,Piero Umiliani
1294,Love Jones
1295,The Congos
1296,Tesla
1297,Joe Turner
1298,Martha And The Vandellas
1299,Alejandro Lerner
1300,Beres Hammond Feat. Jah Youth
1301,Greek Gypsy Musicians
1302,Vincenzo Bellini
1303,Body Count
1304,Mil
1305,Moss
1306,tatiana Troyanos
1307,Sister Hazel
1308,Flight Of The Conchords
1309,Melissa Auf Der Maur
1310,Sumo
1311,Lily Allen
1312,Patton Oswalt
1313,John Frizzell
1314,Gershon Kingsley
1315,The Antlers
1316,Jessica Myrberg
1317,Thom Yorke
1318,Rolfe Kent
1319,Juan Diego Flórez
1320,Big Mike Griffin
1321,Jonny Lang
1322,Lynyrd Skynyrd
1323,Porno For Pyros
1324,Johnny Winter
1325,Cyndi Lauper
1326,Fever Ray
1327,Charles Williams
1328,Polina
1329,Lole Y Manuel
1330,Shannon
