track_id,artist_id
593,2893
594,4293
595,2976
596,529
597,457
598,2965
599,4197
600,5113
601,363
601,368
602,4871
603,857
604,4532
605,1133
606,3460
607,2339
608,4040
609,611
610,717
611,1805
612,5013
613,2088
614,4017
615,1173
616,662
617,1596
618,3509
619,3798
620,5246
621,313
622,3391
623,4522
624,457
625,389
626,4611
627,2361
628,4672
629,3639
630,3549
631,4191
632,4703
633,4557
634,2818
635,4489
636,2852
637,770
638,4359
639,5090
640,464
641,4464
642,3486
643,116
644,3806
645,1410
646,2748
647,5170
648,3674
649,781
650,361
651,2784
652,2220
653,1536
654,4058
655,787
656,4325
657,3444
658,2687
659,1211
660,3299
661,115
662,4782
663,653
664,1833
665,1990
666,1701
666,913
667,1472
668,3344
669,1403
670,1598
671,3763
671,4762
672,4102
673,1397
674,3083
675,430
676,1173
677,2597
678,4827
679,1370
680,2484
681,2457
682,215
683,369
684,879
685,3039
686,1495
687,786
688,848
688,1763
689,3993
690,2670
691,3710
692,3790
693,3571
694,1326
695,1327
696,5268
697,902
698,3707
698,4192
699,155
700,2951
701,2013
702,3517
703,5
704,560
705,3562
706,1575
707,136
708,4700
709,2123
710,3717
711,1232
712,2054
713,5009
714,314
715,1515
716,1125
717,2392
718,1068
719,4805
720,5240
721,4382
722,423
722,1791
723,4930
724,2429
725,4291
726,5041
727,3916
728,2459
729,3515
730,3107
731,4673
732,2130
733,1310
734,3198
735,3674
736,363
736,368
737,4534
738,3954
739,2850
740,1848
741,3935
742,4517
743,1662
744,2939
745,4731
746,4260
747,325
748,1160
749,1453
750,4334
750,1028
751,5059
752,1743
753,1482
754,3269
755,3232
756,4264
757,3310
758,4298
759,1035
760,3618
761,858
762,1162
763,4550
764,4891
765,1739
766,1389
767,4153
768,20
769,5211
770,3535
771,1840
772,1891
773,4425
774,1835
775,951
776,5069
777,3432
778,5073
779,2798
780,4461
781,2838
782,5056
783,3420
784,2589
785,4009
786,164
787,5030
788,2
789,3197
789,914
790,1957
791,4208
792,1984
793,4074
794,3939
794,2886
795,1904
796,2071
797,4921
798,3742
799,2749
800,1484
801,1289
801,174
802,1391
803,1043
804,299
805,117
806,3747
807,958
808,3264
809,2198
810,4823
811,3317
812,4412
813,2523
814,651
815,4624
816,2098
817,3924
818,1200
819,2811
820,1040
821,1402
822,4444
823,4908
824,2633
825,4805
826,3394
827,3455
828,2606
829,2443
830,2236
831,1187
832,3382
833,2602
834,218
835,1473
836,4518
837,2396
838,320
839,615
840,3549
841,5135
842,1184
843,4001
844,776
845,3609
846,4062
847,4582
848,1514
849,5094
850,4496
850,2844
850,4898
850,3760
851,1720
852,737
853,1270
854,278
855,4921
856,401
857,2337
858,2380
859,2038
860,3264
861,4785
862,2981
863,1635
864,1640
865,2977
866,2628
867,821
868,2629
869,5184
870,4605
871,1038
872,424
873,2947
874,608
874,4246
875,483
876,1327
877,4320
878,229
879,1572
880,3328
881,1615
882,5152
883,3427
884,2853
885,1260
886,3537
887,4810
888,2414
889,3843
890,5142
891,3154
892,4198
893,4931
894,5025
895,1755
896,276
897,612
898,2850
899,2992
900,1334
901,3270
902,5212
903,2067
904,410
905,3529
906,2399
907,3114
908,1484
908,2831
909,2478
910,4310
911,2369
912,3270
913,4123
914,175
915,2784
916,4367
917,3039
918,4791
919,2065
920,487
921,401
921,4545
922,1232
923,1168
924,590
925,2879
926,3869
927,1096
928,4594
929,1134
930,2448
931,1762
932,4306
933,4950
934,941
935,530
936,634
937,749
938,3585
939,5091
940,7
941,1341
942,4153
943,165
944,712
945,1412
945,3729
946,812
947,3888
948,3202
949,2898
950,1934
951,2922
952,4423
953,1162
954,4619
955,4362
956,2729
957,1905
958,2954
959,1362
960,3083
961,4814
962,2263
963,784
964,1704
965,705
966,5065
967,2103
968,527
969,4827
970,2638
971,2618
972,2705
973,2963
974,4427
975,679
976,4623
977,764
978,1780
979,3038
980,306
981,991
982,379
983,4639
984,3611
985,5194
986,1961
987,4189
988,4302
989,2412
989,2540
990,4658
991,4618
992,714
993,5191
994,4698
995,4412
996,663
997,2440
998,4592
999,2742
1000,5042
1001,1632
1002,3232
1003,2679
1004,2485
1005,1321
1006,5133
1006,4986
1007,2381
1008,471
1009,2714
1010,22
1011,1296
1012,1526
1013,1165
1014,2238
1015,1680
1016,2616
1017,498
1018,4122
1019,4864
1020,2341
1021,2904
1022,1315
1023,395
1024,1109
1025,5135
1026,262
1027,2600
1027,3950
1027,380
1028,3457
1029,2212
1030,907
1031,1858
1032,3653
1033,1882
1034,3043
1035,2186
1036,3246
1037,5246
1038,2719
1039,2048
1040,1798
1041,407
1042,4550
1043,2739
1044,1828
1045,3769
1046,143
1047,4595
1048,2587
1049,1882
1050,1792
1051,4881
1052,3604
1053,1307
1054,1341
1055,4292
1056,3702
1057,4723
1058,384
1059,1381
1060,4805
1061,3895
1062,161
1063,501
1064,647
1065,3739
1066,504
1067,5251
1068,816
1069,1360
1070,3906
1071,3630
1072,1948
1073,2487
1074,3819
1075,1882
1076,4449
1077,574
1078,1592
1078,3438
1079,4303
1080,3998
1081,4669
1082,890
1083,4241
1084,2640
1085,1370
1086,3835
1087,2824
1088,2291
1089,3924
1090,4927
1091,4544
1092,344
1093,1723
1094,3435
1095,3452
1096,506
1097,122
1098,75
1099,4439
1100,1224
1101,3336
1101,2503
1102,3930
1103,2940
1104,2405
1105,395
1106,2759
1107,867
1108,3716
1109,1143
1110,3836
1111,4285
1112,2765
1113,4989
1114,2709
1114,4356
1115,2263
1116,2494
1117,1835
1118,5037
1118,579
1119,1219
1120,915
1121,1304
1122,883
1123,29
1124,4854
1125,590
1126,613
1127,5166
1128,215
1129,3483
1130,4726
1131,3651
1132,520
1133,4772
1134,5079
1135,4578
1136,1808
1137,1989
1138,291
1139,1727
1140,7
1141,2652
1142,1017
1143,335
1144,3763
1144,4762
1145,2135
1146,1223
1147,2228
1148,2336
1149,508
1150,4792
1151,4716
1152,2178
1153,2798
1154,2593
1155,358
1156,401
1157,1950
1158,2070
1159,1714
1160,680
1161,2868
1162,252
1163,872
1164,4868
1164,1249
1165,288
1166,4454
1167,4286
1168,4339
1169,4921
1170,3783
1171,1293
1172,2840
1173,3781
1174,599
1174,1373
1175,4704
1176,1023
1177,4973
1178,1164
1179,2239
1180,664
1181,1305
1182,5115
1183,2290
1184,1055
1185,1746
1186,5136
1186,3326
1187,116
1188,4081
1189,4336
1190,3728
1191,583
1192,5224
1193,2639
1194,1863
1194,4892
1195,4034
1196,5253
1197,736
1198,326
1199,3643
1200,812
1201,4657
1202,3150
1203,860
1204,2784
1205,4908
1206,1297
1207,2855
1208,184
1208,3865
1209,1345
1210,952
1211,2852
1212,4630
1213,2985
1214,1922
1215,319
1216,1533
1217,1516
1218,5200
1219,1612
1220,2574
1221,1357
1222,631
1223,4563
1224,1510
1224,5220
1225,4237
1226,3202
1227,5221
1228,571
1229,3426
1229,4515
1230,2285
1231,5214
1231,3770
1232,300
1233,4888
1234,1992
1235,1517
1236,3171
1237,3882
1238,4562
1239,1244
1240,4966
1241,3812
1241,4294
1241,2347
1241,2226
1242,5154
1243,4908
1244,3079
1245,2677
1245,1372
1246,2191
1247,4228
1248,2625
1249,4135
1250,1555
1251,4031
1252,1892
1253,2623
1254,666
1255,101
1256,3954
1257,998
1258,3222
1259,1362
1260,4376
1261,4285
1262,4946
1263,3840
1264,4926
1265,2450
1266,1435
1267,3534
1267,1306
1267,4606
1267,5165
1268,1573
1269,3836
1270,3217
1271,668
1272,4303
1273,2209
1274,1366
1275,1348
1275,1271
1276,1480
1277,1487
1278,1074
1279,4153
1280,641
1281,1660
1282,3444
1283,2868
1284,3988
1285,2218
1285,723
1286,1732
1287,274
1288,1040
1289,4553
1290,731
1291,3273
1292,4380
1292,1442
1293,5214
1294,865
1295,3252
1296,3244
1297,3629
1298,5221
1299,3327
1300,2262
1301,3497
1302,3562
1303,827
1304,864
1305,3043
1306,1882
1307,4648
1308,4785
1309,1212
1310,4303
1311,4359
1312,2361
1313,3578
1314,423
1315,4578
1316,2804
1317,1922
1318,3008
1319,631
1320,3005
1321,3197
1321,914
1322,3409
1323,2513
1324,3417
1325,680
1326,2281
1327,2015
1328,1608
1329,508
1330,3576
1331,2680
1332,1263
1333,1385
1334,2162
1335,1109
1336,3991
1337,998
1338,3007
1339,1266
1340,4165
1341,5131
1342,3133
1343,116
1344,2773
1345,525
1346,3183
1347,2412
1347,2540
1348,4724
1349,4997
1350,2694
1351,4597
1352,1677
1353,194
1354,2545
1355,865
1356,2130
1357,1076
1358,804
1359,3390
1360,2067
1361,3484
1362,4247
1363,3249
1364,1559
1365,624
1366,27
1367,3271
1367,4134
1368,2463
1369,231
1369,4565
1370,617
1371,2815
1372,1176
1373,2449
1374,1824
1375,1806
1376,5221
1377,2449
1378,3281
1379,1120
1380,1518
1381,1721
1382,585
1383,4687
1384,4698
1385,1806
1386,1346
1387,4505
1388,1261
1389,3575
1390,289
1391,4737
1392,174
1393,2446
1394,3181
1395,394
1396,981
1397,4225
1398,259
1399,3520
1400,4033
1401,1148
1402,2332
1403,3177
1404,2149
1405,3749
1406,2010
1407,461
1408,1685
1409,1336
1410,354
1411,4181
1411,202
1412,2528
1413,768
1414,281
1415,76
1416,1733
1417,5214
1418,4190
1419,3700
1420,2361
1421,635
1421,1521
1422,2618
1423,341
1424,3683
1425,2240
1426,2010
1427,868
1428,745
1429,2259
1430,4185
1431,2586
1432,2032
1433,2932
1434,3138
1435,4713
1436,804
1437,3058
1438,14
1439,2782
1440,806
1441,4640
1442,2112
1443,2362
1444,2567
1445,639
1446,3477
1447,2653
1448,2710
1449,4122
1450,2494
1451,3088
1452,39
1453,2488
1454,792
1455,1652
1456,3737
1457,4550
1458,444
1459,874
1460,4028
1461,3379
1462,2544
1463,3370
1464,818
1465,2529
1466,426
1467,2092
1468,3509
1469,4921
1470,5207
1471,1637
1472,2974
1473,3259
1474,410
1475,4206
1476,4771
1477,5131
1478,2983
1479,4175
1480,3205
1481,2306
1482,4908
1483,1929
1484,3571
1485,4684
1486,4031
1487,3504
1488,943
1489,4011
1490,2219
1491,1274
1492,4131
1493,58
1494,3000
1495,528
1496,2411
1497,2412
1497,2540
1498,1726
1499,1828
1500,4352
1501,1082
1502,4005
1503,4972
1504,1044
1505,3323
1505,3884
1506,2441
1507,2902
1508,105
1509,304
1510,1366
1511,3394
1512,4975
1513,4896
1514,1797
1515,3788
1516,3286
1517,4979
1518,4504
1519,1903
1520,2573
1521,1743
1522,4051
1523,1159
1524,730
1525,3885
1526,21
1527,292
1528,357
1529,911
1530,5061
1531,4521
1532,3131
1533,3881
1534,1604
1535,3396
1536,5214
1537,1217
1538,1881
1539,1534
1540,666
1541,2992
1542,1935
1543,787
1544,2112
1545,2559
1545,4112
1546,2011
1547,4474
1548,394
1549,2281
1550,3144
1550,3596
1551,3563
1552,3480
1553,3350
1554,2628
1555,3385
1556,4312
1557,1373
1557,699
1557,4853
1558,2773
1559,4222
1560,4754
1561,2478
1562,1609
1563,4761
1564,4551
1565,2803
1566,2879
1567,3439
1568,1035
1569,1469
1570,1556
1571,687
1572,2449
1573,3369
1574,5215
1575,2024
1576,3027
1577,2065
1578,1698
1579,3297
1580,50
1581,2098
1582,2975
1583,1954
1584,474
1585,1691
1586,5012
1587,2418
1588,616
1589,3342
1590,4226
1591,1370
1592,3449
1593,2853
1594,1883
1595,632
1596,1806
1597,2249
1598,385
1599,2929
1600,3473
1601,3524
1602,4237
1603,2151
1604,4239
1605,759
1606,1832
1607,3787
1608,2182
1609,2234
1610,5062
1611,827
1612,969
1613,1726
1614,868
1615,1381
1616,3485
1617,4278
1618,3020
1619,3114
1620,4578
1621,869
1622,3781
1623,4580
1624,3461
1625,2361
1626,1862
1627,1736
1628,2067
1629,384
1630,2385
1630,2215
1631,3833
1632,4813
1633,5132
1634,999
1634,1468
1635,3862
1636,2546
1637,552
1638,2854
1639,1637
1640,4372
1641,3153
1642,4384
1643,174
1644,2140
1645,4099
1646,2235
1647,2035
1648,2382
1649,2082
1650,4883
1651,2671
1652,1044
1653,1638
1654,2223
1655,2650
1656,3691
1656,1009
1657,281
1658,4584
1659,2640
1660,1939
1661,4027
1662,1544
1663,3300
1664,3479
1665,4162
1666,5047
1667,4467
1668,1276
1669,4122
1670,2264
1671,1740
1672,4554
1673,3798
1674,633
1675,1501
1676,2476
1677,2893
1678,53
1679,5082
1680,1360
1681,3484
1682,4432
1683,4578
1684,3124
1685,2186
1686,515
1687,209
1687,346
1688,3170
1689,822
1690,1313
1691,2501
1692,1261
1693,4882
1694,4597
1695,3357
1696,616
1697,1302
1698,344
1699,2504
1700,4216
1701,907
1702,3214
1703,2568
1704,460
1705,5247
1706,4271
1707,4551
1708,4612
1709,4055
1710,2474
1711,1292
1712,1080
1713,1387
1714,4452
1715,736
1716,2865
1717,3479
1718,1255
1719,4891
1720,3513
1721,2385
1722,4979
1723,1296
1724,4464
1725,1454
1726,4731
1727,3567
1728,4747
1729,1851
1730,1784
1731,109
1732,3550
1733,475
1734,4937
1735,1128
1736,1233
1737,2941
1738,5087
1739,1697
1740,4624
1741,4019
1742,875
1743,1090
1744,310
1745,114
1746,445
1747,2670
1748,3671
1749,2654
1750,2129
1751,2634
1752,2413
1753,4176
1754,2318
1755,3458
1756,1704
1757,4845
1758,2094
1759,2921
1760,344
1761,1500
1762,1126
1763,1292
1764,3307
1764,2078
1765,3968
1766,3015
1767,1447
1768,4362
1769,969
1770,4583
1771,2543
1772,3948
1773,2710
1774,210
1775,2544
1776,957
1777,3278
1778,1064
1779,2693
1780,687
1781,4949
1782,2666
1783,3308
1784,3194
1785,1275
1786,4245
1787,3726
1788,1826
1789,338
1790,2905
1791,3510
1792,736
1793,4763
1794,4347
1795,3671
1796,2666
1797,4499
1798,1757
1799,511
1800,4540
1801,3764
1802,3682
1803,2049
1804,511
1805,3074
1806,3319
1807,5144
1808,3208
1809,3335
1810,2850
1811,4938
1812,1923
1813,122
1814,5255
1815,4160
1816,2729
1817,959
1818,1354
1819,3120
1820,1785
1821,2013
1822,1863
1822,4892
1823,5145
1824,1590
1825,1854
1826,821
1827,463
1828,3357
1829,4194
1830,1353
1831,2838
1832,4719
1833,1866
1834,4309
1835,1365
1836,3109
1837,1567
1838,3086
1839,1443
1840,2713
1841,59
1842,4865
1843,4165
1844,4128
1845,5066
1846,4320
1847,3302
1848,764
1849,1972
1850,5059
1851,3625
1852,1817
1853,727
1854,2494
1855,3354
1856,5168
1856,135
1857,5015
1858,1536
1859,2698
1860,4969
1861,3543
1862,3417
1863,2262
1864,446
1864,4248
1865,3750
1865,3459
1866,2326
1867,1523
1868,906
1869,991
1870,1457
1871,1740
1872,2517
1873,1960
1874,2488
1875,820
1876,4563
1877,1918
1878,2681
1879,809
1880,4214
1881,3684
1882,3886
1883,2380
1884,3226
1885,795
1886,1184
1887,184
1887,3865
1888,4735
1889,427
1890,4501
1891,4966
1892,5249
1893,42
1894,3444
1895,3551
1896,210
1897,1093
1898,858
1899,3498
1900,1615
1901,4827
1902,443
1903,4821
1904,4319
1905,3674
1906,1895
1907,5043
1908,1497
1909,3796
1910,1699
1911,3916
1912,2850
1913,2745
1914,3495
1915,2653
1916,1338
1916,3058
1917,2071
1918,3995
1919,301
1920,171
1921,2203
1922,29
1923,2856
1924,1455
1925,3461
1926,255
1927,604
1928,12
1929,2638
1930,3975
1930,4458
1930,3421
1931,1800
1932,4900
1933,1312
1934,5224
1935,1547
1936,1503
1937,529
1938,3903
1939,406
1940,4019
1941,3502
1942,4817
1943,3499
1944,1874
1945,3714
1946,742
1947,4680
1948,4553
1949,3033
1950,1828
1951,458
1952,5132
1953,4553
1954,1307
1955,4822
1956,4469
1957,1095
1958,681
1959,2437
1960,3988
1961,3201
1962,5087
1963,2894
1964,2737
1965,4925
1966,4406
1966,448
1967,3599
1968,4165
1969,4757
1970,1823
1971,5121
1972,1963
1973,598
1974,2350
1975,91
1976,2735
1976,4050
1977,4061
1978,2018
1978,2585
1979,3929
1980,2265
1981,4378
1982,768
1983,4659
1984,2579
1985,1079
1986,3701
1987,3125
1988,3863
1989,4238
1990,4118
1991,504
1992,348
1993,5004
1994,4750
1994,1250
1995,101
1996,4587
1997,1664
1998,2271
1999,2833
2000,3709
2001,1140
2002,2942
2003,3138
2004,4366
2005,1723
2006,2350
2007,227
2008,4206
2009,2033
2010,4716
2011,1753
2012,3667
2013,546
2013,2417
2014,1307
2015,475
2016,1275
2017,1178
2017,1056
2017,838
2018,3245
2019,4811
2019,5257
2020,3037
2021,1781
2022,1674
2023,5037
2024,3021
2025,1969
2026,314
2027,2057
2028,3799
2029,2859
2030,2088
2031,942
2032,3788
2033,395
2034,2288
2035,4336
2036,4169
2037,623
2038,1776
2039,3031
2040,4438
2041,1100
2042,29
2043,3858
2044,1807
2045,3642
2046,2809
2047,2833
2048,2601
2049,1783
2050,1951
2051,3907
2052,2784
2053,318
2054,3361
2055,747
2056,1680
2057,3726
2058,553
2059,2412
2059,2540
2060,2957
2061,2027
2062,5199
2063,3728
2064,4533
2065,2448
2066,885
2067,4925
2068,3394
2069,636
2069,3965
2070,1326
2071,4163
2072,1608
2073,244
2074,4032
2075,4027
2076,2973
2077,2323
2078,4447
2079,1546
2080,4687
2081,434
2082,1395
2083,3676
2084,3434
2085,4620
2086,3288
2087,3699
2088,4140
2089,4220
2090,1138
2091,4285
2092,2956
2093,1282
2094,5263
2095,3693
2096,3069
2097,2718
2098,5132
2099,2607
2100,1728
2100,4956
2101,4148
2102,3977
2103,910
2103,5110
2103,2741
2103,4020
2104,5115
2105,2876
2106,4354
2107,898
2108,2894
2109,1667
2110,4430
2111,3090
2112,2045
2113,2977
2114,2751
2115,1708
2116,2939
2117,4220
2118,323
2119,2605
2120,193
2121,3589
2122,395
2123,1953
2124,1656
2125,2638
2126,525
2127,5250
2128,4479
2129,1440
2130,4488
2131,3558
2132,1198
2133,1667
2134,4705
2135,3635
2136,4052
2137,3464
2138,4631
2139,2300
2140,3203
2141,3645
2142,921
2143,2915
2144,3300
2145,3484
2146,2534
2147,1068
2148,4135
2149,2486
2150,1994
2151,2772
2152,3529
2153,475
2154,141
2155,3215
2156,969
2157,1373
2158,4052
2159,4525
2160,1573
2161,3745
2162,912
2163,188
2164,3010
2165,1391
2166,4044
2167,2672
2168,2783
2169,330
2170,1641
2171,5113
2172,5001
2173,4798
2174,1481
2175,927
2176,2031
2177,4819
2178,5111
2179,2526
2180,3249
2181,2108
2182,2256
2183,1747
2184,686
2185,2119
2186,5040
2187,5001
2188,204
2189,268
2189,1087
2190,4917
2191,1883
2192,4206
2193,2412
2193,2540
2194,1741
2195,1255
2196,2930
2197,2024
2198,1218
2199,3986
2200,4824
2201,2400
2202,1232
2203,5133
2203,715
2204,1520
2205,4438
2206,1506
2207,1734
2208,3422
2209,1662
2210,5185
2211,2280
2212,592
2213,4590
2214,3105
2215,2360
2216,1590
2217,636
2217,3965
2218,65
2219,4672
2220,1219
2221,3184
2222,2339
2223,5268
2224,4521
2225,4506
2226,5108
2227,1842
2228,4604
2229,1790
2230,571
2231,2187
2232,3153
2233,4652
2234,2729
2235,463
2236,1454
2237,710
2238,1807
2239,5232
2240,1585
2241,823
2242,3427
2243,2370
2244,1793
2245,2668
2246,3270
2247,3562
2248,3763
2248,4762
2249,3122
2250,4378
2251,5084
2252,279
2253,2581
2254,1374
2255,2403
2256,3627
2257,4489
2257,4662
2257,4596
2258,894
2259,4720
2260,2704
2261,2041
2262,1377
2263,4147
2264,2024
2265,4520
2266,4544
2267,4523
2268,982
2269,1501
2270,4995
2271,3672
2272,1501
2273,53
2274,1162
2275,2194
2276,3033
2277,3980
2278,3198
2279,2077
2280,942
2281,4699
2282,4395
2282,479
2283,1671
2284,3011
2285,3430
2285,113
2286,2433
2287,2517
2288,1903
2289,1383
2290,3161
2291,4724
2292,4468
2293,68
2294,2313
2295,2485
2296,12
2297,3422
2298,3676
2299,591
2300,2668
2301,344
2302,952
2303,1580
2304,1794
2305,2163
2306,3
2307,4551
2308,2836
2309,4896
2310,4844
2311,2862
2312,340
2313,4262
2314,1975
2315,1729
2316,22
2317,4951
2318,4313
2319,1455
2320,2692
2321,3049
2322,3715
2322,1700
2323,3277
2324,2374
2325,4149
2326,1404
2327,3423
2328,3390
2329,2687
2330,2593
2331,3291
2332,3486
2332,5017
2333,1119
2334,2643
2335,2929
2336,3232
2337,4232
2338,3472
2339,633
2340,3797
2341,738
2341,3677
2341,3448
2341,5060
2342,5154
2343,366
2344,3841
2345,3134
2346,2143
2347,1348
2347,1271
2348,4233
2349,4539
2350,765
2351,162
2352,1264
2353,2608
2353,646
2354,1921
2355,59
2356,5047
2357,3417
2358,3670
2359,286
2360,3228
2361,143
2361,1129
2362,2238
2363,97
2364,59
2365,4550
2366,1299
2367,3743
2368,3542
2369,1770
2370,4158
2370,3412
2371,91
2372,1659
2373,238
2374,169
2375,657
2376,549
2377,27
2378,3348
2379,3990
2379,303
2379,2845
2379,2659
2380,760
2381,3935
2382,5131
2383,818
2384,462
2385,3807
2386,4735
2387,5041
2388,922
2389,1244
2390,2967
2391,3604
2392,1245
2393,2776
2394,2702
2395,5259
2396,4896
2397,4631
2398,4359
2399,2336
2400,2504
2401,3318
2402,1458
2402,1463
2403,471
2404,5095
2405,1506
2406,4106
2407,1559
2408,4759
2409,1882
2410,5044
2411,4063
2411,3759
2412,2547
2413,3792
2414,118
2415,1744
2415,3628
2416,3807
2417,575
2417,3454
2417,125
2418,2516
2419,1973
2420,2544
2421,828
2422,5169
2423,3589
2424,981
2425,640
2426,2213
2427,4
2428,677
2429,2402
2430,2501
2431,2228
2432,3317
2433,3125
2434,3688
2435,2460
2436,4978
2436,3818
2437,605
